Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,45748924363,,,4
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,4,Afghanistan,AFG,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,29060,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,8,Albania,ALB,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,2043668,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,32,Argentina,ARG,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,707530,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,36,Australia,AUS,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,5729842,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,40,Austria,AUT,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,5617201,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,44,Bahamas,BHS,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,3564,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,48,Bahrain,BHR,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,4513,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,50,Bangladesh,BGD,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,1429381598,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,51,Armenia,ARM,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,39688,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,56,Belgium,BEL,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,2366935,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,68,Bolivia (Plurinational State of),BOL,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,1123221,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,70,Bosnia Herzegovina,BIH,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,926716,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,72,Botswana,BWA,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,1978,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,76,Brazil,BRA,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,9966244,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,92,Br. Virgin Isds,VGB,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,52012,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,96,Brunei Darussalam,BRN,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,4601491,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,100,Bulgaria,BGR,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,23660378,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,104,Myanmar,MMR,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,63778177,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,112,Belarus,BLR,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,58301,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,116,Cambodia,KHM,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,1653591037,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,120,Cameroon,CMR,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,129168,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,124,Canada,CAN,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,176402149,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,132,Cabo Verde,CPV,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,56049,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,136,Cayman Isds,CYM,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,1328,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,144,Sri Lanka,LKA,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,1132293771,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,152,Chile,CHL,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,51753,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,156,China,CHN,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,14884551494,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,162,Christmas Isds,CXR,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,2480,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,166,Cocos Isds,CCK,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,88091,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,170,Colombia,COL,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,93193973,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,184,Cook Isds,COK,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,19305,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,188,Costa Rica,CRI,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,20923254,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,191,Croatia,HRV,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,3545343,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,196,Cyprus,CYP,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,63544,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,203,Czechia,CZE,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,1596988,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,208,Denmark,DNK,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,1617663,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,214,Dominican Rep.,DOM,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,491410140,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,218,Ecuador,ECU,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,3601702,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,222,El Salvador,SLV,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,1690453999,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,231,Ethiopia,ETH,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,37647036,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,233,Estonia,EST,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,197932,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,234,Faeroe Isds,FRO,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,18284,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,242,Fiji,FJI,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,86897,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,246,Finland,FIN,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,235757,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,251,France,FRA,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,26129326,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,266,Gabon,GAB,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,20137,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,268,Georgia,GEO,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,2335833,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,270,Gambia,GMB,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,318,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,275,State of Palestine,PSE,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,1819,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,276,Germany,DEU,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,14021886,,,4
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,288,Ghana,GHA,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,8239133,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,296,Kiribati,KIR,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,40574,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,300,Greece,GRC,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,1833094,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,320,Guatemala,GTM,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,1105145587,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,324,Guinea,GIN,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,727,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,328,Guyana,GUY,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,340598,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,332,Haiti,HTI,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,713797884,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,334,Heard Island and McDonald Islands,HMD,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,22514,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,336,Holy See (Vatican City State),VAT,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,875,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,340,Honduras,HND,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,2116879727,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,344,"China, Hong Kong SAR",HKG,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,78730621,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,348,Hungary,HUN,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,2759749,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,352,Iceland,ISL,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,63421,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,360,Indonesia,IDN,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,2457796291,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,364,Iran,IRN,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,618,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,372,Ireland,IRL,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,6314432,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,376,Israel,ISR,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,25029959,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,381,Italy,ITA,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,414804402,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,384,Côte d'Ivoire,CIV,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,87748,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,388,Jamaica,JAM,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,13519,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,392,Japan,JPN,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,25073122,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,400,Jordan,JOR,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,1003887586,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,404,Kenya,KEN,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,136156975,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,203334834,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,414,Kuwait,KWT,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,72219,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,417,Kyrgyzstan,KGZ,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,47513,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,418,Lao People's Dem. Rep.,LAO,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,5418302,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,422,Lebanon,LBN,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,295215,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,426,Lesotho,LSO,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,195969031,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,428,Latvia,LVA,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,2120573,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,440,Lithuania,LTU,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,3688647,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,442,Luxembourg,LUX,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,20955,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,446,"China, Macao SAR",MAC,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,8653473,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,450,Madagascar,MDG,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,67420633,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,454,Malawi,MWI,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,328971,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,458,Malaysia,MYS,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,288385754,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,462,Maldives,MDV,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,3720,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,466,Mali,MLI,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,12920,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,470,Malta,MLT,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,334346,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,478,Mauritania,MRT,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,288,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,480,Mauritius,MUS,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,25152346,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,484,Mexico,MEX,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,1571123026,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,490,"Other Asia, nes",,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,169005990,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,496,Mongolia,MNG,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,1139168,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,498,Rep. of Moldova,MDA,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,3053730,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,499,Montenegro,MNE,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,883,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,504,Morocco,MAR,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,32979880,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,512,Oman,OMN,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,29751285,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,516,Namibia,NAM,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,36126,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,520,Nauru,NRU,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,7086,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,524,Nepal,NPL,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,4646153,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,528,Netherlands,NLD,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,1948761,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,531,Curaçao,CUW,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,68430,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,533,Aruba,ABW,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,1610,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,534,Saint Maarten,SXM,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,2091,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,540,New Caledonia,NCL,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,820,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,554,New Zealand,NZL,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,662723,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,558,Nicaragua,NIC,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,1110477314,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,566,Nigeria,NGA,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,59694,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,570,Niue,NIU,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,977,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,579,Norway,NOR,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,1182074,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,583,FS Micronesia,FSM,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,31988,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,584,Marshall Isds,MHL,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,5098,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,586,Pakistan,PAK,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,768626903,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,591,Panama,PAN,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,258292,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,598,Papua New Guinea,PNG,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,31526,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,600,Paraguay,PRY,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,43568,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,604,Peru,PER,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,591679312,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,608,Philippines,PHL,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,509764277,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,616,Poland,POL,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,9699360,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,620,Portugal,PRT,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,133688201,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,634,Qatar,QAT,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,22676,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,642,Romania,ROU,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,25250330,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,643,Russian Federation,RUS,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,502913,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,646,Rwanda,RWA,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,1509286,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,670,Saint Vincent and the Grenadines,VCT,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,640,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,674,San Marino,SMR,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,547,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,678,Sao Tome and Principe,STP,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,532,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,682,Saudi Arabia,SAU,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,35061,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,686,Senegal,SEN,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,5026,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,688,Serbia,SRB,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,2032699,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,690,Seychelles,SYC,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,4255,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,694,Sierra Leone,SLE,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,113860,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,699,India,IND,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,1734936623,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,702,Singapore,SGP,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,6434558,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,703,Slovakia,SVK,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,1629822,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,704,Viet Nam,VNM,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,6995643040,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,705,Slovenia,SVN,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,3155790,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,706,Somalia,SOM,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,325,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,710,South Africa,ZAF,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,5714101,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,716,Zimbabwe,ZWE,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,3101,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,724,Spain,ESP,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,9722051,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,740,Suriname,SUR,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,16986,,,0
H5,2017,2017,2017,2,0,1,Import,842,USA,USA,748,Eswatini,SWZ,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,8311,,,0
